restaurant_name,location,cuisine,cost_for_two,rating,votes,budget_category,online_order,book_table,restaurant_type,highlights,listing_type,city
Cake Dilim,Electronic City,"bakery, desserts",400,3.2,6,low,no,no,Bakery,,Desserts,Electronic City
Gelato Italiano,Brookefield,"ice cream, bakery, desserts",200,3.3,6,low,yes,no,Dessert Parlor,,Delivery,Whitefield
Reddy Restaurant,Electronic City,south indian,300,3.2,6,low,no,no,Quick Bites,,Dine-out,Electronic City
Bombay Kulfis,Rajajinagar,ice cream,200,3.3,6,low,no,no,Dessert Parlor,,Delivery,Rajajinagar
Kriti Dugar,Marathahalli,desserts,200,3.4,6,low,no,no,Dessert Parlor,,Delivery,Marathahalli
Just Kulfi,Indiranagar,"ice cream, fast food",300,3.4,6,low,yes,no,Dessert Parlor,,Desserts,Indiranagar
La Mirch,Koramangala 1St Block,"north indian, kashmiri",400,3.1,6,low,no,no,Delivery,,Delivery,Koramangala 6th Block
New Milestone Restaurant,Marathahalli,north indian,700,3.4,6,medium,yes,no,Casual Dining,,Delivery,Marathahalli
PORKEATS,Koramangala 6Th Block,"goan, mangalorean",400,3.4,6,low,no,no,Quick Bites,,Dine-out,Koramangala 5th Block
Sweet Nothings Couture Cupcakes,Whitefield,"desserts, bakery",250,3.4,6,low,no,no,"Takeaway, Delivery",,Desserts,Whitefield
Foodies Family Restaurant,Electronic City,"north indian, chinese",300,3.4,6,low,yes,no,Quick Bites,,Dine-out,Electronic City
Jade,Ejipura,"continental, american",900,3.3,6,medium,no,no,Casual Dining,,Dine-out,Koramangala 5th Block
Ice Stone Creamery,Whitefield,"desserts, ice cream",400,3.4,6,low,no,no,"Food Court, Dessert Parlor",,Desserts,Whitefield
Starbucks,Commercial Street,"cafe, desserts",700,3.5,6,medium,no,no,Cafe,,Cafes,Frazer Town
Dinemaster Gogo's,Hosur Road,"chinese, rolls, beverages",300,3.4,6,low,yes,no,Quick Bites,,Dine-out,HSR
Chackochi Mess,Bommanahalli,"kerala, south indian",250,3.3,6,low,no,no,Mess,,Dine-out,HSR
Naani'z Biryani,Koramangala 1St Block,biryani,300,3.3,6,low,no,no,Quick Bites,,Dine-out,HSR
Online Cake and Flower.com,Whitefield,"bakery, desserts",500,3.2,6,medium,yes,no,Bakery,,Desserts,Whitefield
Moradabadi Special Biryani,Hsr,biryani,250,3.4,6,low,no,no,Quick Bites,,Dine-out,HSR
Jai Bhavani Savaji Hotel,Vijay Nagar,"south indian, biryani",400,2.9,6,low,no,no,Quick Bites,,Delivery,Rajajinagar
Bakingo,Marathahalli,"bakery, desserts",500,3.4,6,medium,yes,no,Bakery,,Desserts,Whitefield
Bite Sip Repeat,Electronic City,"fast food, south indian, north indian",150,3.4,6,low,no,no,Quick Bites,,Dine-out,Electronic City
Choconut Cafe,Electronic City,"fast food, beverages",250,3.4,6,low,no,no,Quick Bites,,Dine-out,Electronic City
Victoria Terminus,Ejipura,"fast food, maharashtrian, rolls",250,3.4,6,low,no,no,Quick Bites,,Delivery,Koramangala 6th Block
Faasos,Jayanagar,"north indian, biryani, fast food",500,3.4,6,medium,yes,no,Quick Bites,,Dine-out,Basavanagudi
Delhi Home Food,Koramangala 1St Block,"north indian, south indian",200,3.3,6,low,no,no,Quick Bites,,Delivery,Koramangala 6th Block
Speedy Chow,Marathahalli,chinese,600,3.5,6,medium,yes,no,Casual Dining,,Delivery,Marathahalli
Bangarpet Chat Express,Basavanagudi,"street food, fast food",100,3.3,6,low,yes,no,Quick Bites,,Delivery,Banashankari
Meat And Eat,Electronic City,"fast food, burger",500,3.3,6,medium,yes,no,Quick Bites,,Dine-out,Electronic City
I Siri Restaurant And Caterers,Electronic City,"north indian, south indian, chinese",400,3.4,6,low,no,no,Quick Bites,,Dine-out,Electronic City
Chick Blast,Electronic City,fast food,400,3.3,6,low,no,no,Quick Bites,,Dine-out,Electronic City
Bachelor's Special Biriyani,Electronic City,"biryani, north indian, south indian",250,3.3,6,low,no,no,Quick Bites,,Dine-out,Electronic City
Lassi House,Marathahalli,"beverages, burger",300,3.1,6,low,no,no,Beverage Shop,,Desserts,Marathahalli
Kettle & Kegs,Banashankari,"tea, beverages",200,3.2,6,low,yes,no,Delivery,,Delivery,Jayanagar
Amar Kolkata,Old Airport Road,"bengali, north indian, chinese",300,3.2,6,low,yes,no,Quick Bites,,Dine-out,Old Airport Road
Nandanavanam,Old Airport Road,south indian,300,3.3,6,low,no,no,Quick Bites,,Dine-out,Old Airport Road
RJ Food Plaza,Old Airport Road,"north indian, biryani",200,3.1,6,low,no,no,Quick Bites,,Dine-out,Old Airport Road
The little Kitchen,Jp Nagar,"chinese, north indian",300,3.4,6,low,yes,no,Quick Bites,,Delivery,Jayanagar
Simu?s Kitchen,Frazer Town,"mughlai, desserts",500,3.4,6,medium,no,no,"Takeaway, Delivery",,Delivery,Frazer Town
Indira Darshini,Cunningham Road,"south indian, chinese",200,3.1,6,low,no,no,Quick Bites,,Dine-out,MG Road
Pathankot Punjabi Restaurant,Bellandur,north indian,350,3.3,6,low,no,no,Food Court,,Dine-out,Sarjapur Road
Manshi Paratha & Pav Bhaji,Hsr,"north indian, fast food",150,3.2,6,low,yes,no,"Takeaway, Delivery",,Delivery,HSR
E - City Combos,Electronic City,"south indian, north indian, chinese, biryani",350,3.5,6,low,yes,no,"Takeaway, Delivery",,Delivery,Electronic City
Chai Resto,Jeevan Bhima Nagar,"fast food, tea",200,3.4,6,low,no,no,Quick Bites,,Dine-out,Old Airport Road
Uncle's Kitchen,Btm,"north indian, chinese, fast food",450,3.3,6,low,no,no,Quick Bites,,Delivery,Koramangala 5th Block
Vov Shawarma,Electronic City,fast food,200,3.2,6,low,yes,no,Quick Bites,,Delivery,Electronic City
Curries 'N' Phulkas,Electronic City,north indian,250,3.4,6,low,yes,no,Quick Bites,,Delivery,Electronic City
Gowdru Military Hotel,Basavanagudi,"biryani, seafood, south indian",150,3.3,6,low,no,no,Quick Bites,,Dine-out,Basavanagudi
Lumbini Snax,Basavanagudi,"burger, fast food, italian",300,3.4,6,low,no,no,Quick Bites,,Dine-out,Basavanagudi
Joshi's Mumbai Masala,Basavanagudi,"street food, fast food",150,3.3,6,low,no,no,Quick Bites,,Dine-out,Basavanagudi
Aishwarya,Whitefield,"chinese, north indian",450,3.3,6,low,no,no,Dhaba,,Dine-out,Whitefield
Sree Abhiruchi,Thippasandra,"andhra, biryani",400,3.4,6,low,no,no,Quick Bites,,Dine-out,Old Airport Road
S R Kabab Corner,Old Madras Road,"north indian, chinese",250,3.4,6,low,no,no,Quick Bites,,Dine-out,Indiranagar
Al Madhina Roll House,Kalyan Nagar,"north indian, chinese",350,3.4,6,low,no,no,Quick Bites,,Delivery,Kalyan Nagar
Sri Banasankri Donne Biriyani,Kalyan Nagar,biryani,400,3.4,6,low,no,no,Quick Bites,,Delivery,Kalyan Nagar
Urban Kitchen,Banaswadi,"asian, north indian",400,3.4,6,low,yes,no,Delivery,,Delivery,Kalyan Nagar
Rasapoorna,Nagawara,"andhra, chinese, north indian",500,3.2,6,medium,yes,no,Casual Dining,,Delivery,Kalyan Nagar
All Aromas,Jayanagar,"north indian, biryani",400,3.4,6,low,yes,no,Quick Bites,,Delivery,Koramangala 6th Block
Rasa Cafe,Kalyan Nagar,"cafe, american, italian, continental",600,3.4,6,medium,yes,no,Cafe,,Delivery,Kalyan Nagar
Wolga Restaurant,Banaswadi,"north indian, chinese, biryani",600,3.4,6,medium,no,no,Casual Dining,,Delivery,Kammanahalli
SHAIK's DYNASTY,Kammanahalli,"north indian, chinese",450,3.2,6,low,no,no,Casual Dining,,Delivery,Kalyan Nagar
Dadaba's,Jayanagar,fast food,300,3.3,6,low,no,no,Quick Bites,,Dine-out,Koramangala 7th Block
Cafe Bangalore,Hennur,fast food,300,3.4,6,low,yes,no,"Takeaway, Delivery",,Delivery,Kalyan Nagar
Tasty Khaana Khazana,Bommanahalli,north indian,300,3.3,6,low,yes,no,Quick Bites,,Dine-out,BTM
Kenriy The Restro,Kammanahalli,"goan, mangalorean",800,3.3,6,medium,no,no,Casual Dining,,Dine-out,Kalyan Nagar
Mystery House,Banaswadi,fast food,300,3.4,6,low,yes,no,Quick Bites,,Delivery,Kalyan Nagar
Cream & Fudge,Nagawara,"ice cream, desserts",250,3.1,6,low,yes,no,Dessert Parlor,,Delivery,Kalyan Nagar
Raees Restaurant,Banaswadi,"chinese, north indian, south indian",500,3.3,6,medium,no,no,Casual Dining,,Delivery,Kalyan Nagar
Kartik,Banaswadi,"chinese, north indian",700,3.4,6,medium,no,no,"Casual Dining, Bar",,Dine-out,Kammanahalli
Arun Icecreams,Banaswadi,"ice cream, desserts",150,3.1,6,low,no,no,Dessert Parlor,,Desserts,Kammanahalli
CAD (M) CAD (B),Banaswadi,street food,200,3.2,6,low,no,no,Kiosk,,Desserts,Kammanahalli
Spices,Cv Raman Nagar,"south indian, north indian, chinese, biryani",450,3.2,6,low,yes,no,Quick Bites,,Delivery,Old Airport Road
Bake N Joy,Kammanahalli,"bakery, beverages",500,3.5,6,medium,no,no,Dessert Parlor,,Desserts,Kalyan Nagar
Jiffy Cafe,Hennur,cafe,500,3.4,6,medium,no,no,Cafe,,Delivery,Kalyan Nagar
Sumac Resto Cafe,Kammanahalli,"cafe, turkish",400,3.5,6,low,no,no,Cafe,,Dine-out,Kammanahalli
Banarasi Chat Centre,Kammanahalli,street food,150,3.2,6,low,no,no,Quick Bites,,Dine-out,Kammanahalli
Sree Gajanana Fruit Juice Centre,Kammanahalli,"juices, fast food",150,3.3,6,low,no,no,Quick Bites,,Dine-out,Kammanahalli
Chickmate,Banaswadi,fast food,500,3.4,6,medium,no,no,Quick Bites,,Delivery,Kalyan Nagar
Biriyummy,Banaswadi,"biryani, kebab",250,3.3,6,low,no,no,Quick Bites,,Delivery,Kalyan Nagar
Farha Real Taste Of Kerala,Nagawara,kerala,300,3.1,6,low,yes,no,Quick Bites,,Delivery,Kalyan Nagar
S-Aachies Hotel,Banaswadi,"south indian, chinese, biryani",300,3.2,6,low,no,no,Quick Bites,,Delivery,Kammanahalli
Keventers,Koramangala 7Th Block,"desserts, beverages, ice cream",400,3.2,6,low,yes,no,"Beverage Shop, Dessert Parlor",,Desserts,Koramangala 7th Block
Campus Juice Corner,Kumaraswamy Layout,"fast food, juices",100,3.3,6,low,no,no,Quick Bites,,Dine-out,JP Nagar
Tiwari's Ghee Paratha and Chats,Jp Nagar,"north indian, street food",200,3.2,6,low,yes,no,Quick Bites,,Delivery,Bannerghatta Road
Clean Bowled,Indiranagar,"healthy food, salad",300,3.4,6,low,yes,no,"Takeaway, Delivery",,Delivery,Old Airport Road
Gelato Italiano,Residency Road,"ice cream, bakery, desserts",200,3.2,6,low,no,no,Dessert Parlor,,Desserts,Residency Road
Andhra Mess,Nagawara,"biryani, kebab",300,3.3,6,low,yes,no,Mess,,Delivery,Kalyan Nagar
7 Spice,Banaswadi,"biryani, chinese",250,3.4,5,low,no,no,Quick Bites,,Dine-out,Kalyan Nagar
Sri Durga Grand,Rajajinagar,"south indian, chinese",300,3.3,5,low,no,no,Quick Bites,,Delivery,Rajajinagar
Shahi Darbar,Ejipura,"chinese, north indian",300,3.2,5,low,yes,no,Quick Bites,,Dine-out,Koramangala 7th Block
Kulfi Point,Indiranagar,desserts,150,3.4,5,low,no,no,Dessert Parlor,,Desserts,Indiranagar
Straight From The Heart,Koramangala 6Th Block,"bakery, desserts",300,3.4,5,low,no,no,Bakery,,Delivery,Koramangala 5th Block
Vinaya Royal Inn,Electronic City,"north indian, chinese",500,3.1,5,medium,yes,no,Casual Dining,,Dine-out,Electronic City
The Duke of Juices,Hsr,"juices, beverages, salad",200,2.8,5,low,yes,no,Quick Bites,,Delivery,Koramangala 6th Block
China Down Town,Koramangala 4Th Block,chinese,800,3.5,5,medium,yes,no,Casual Dining,,Dine-out,Koramangala 7th Block
Pakwan Family Restaurant,Marathahalli,"north indian, chinese",400,3.4,5,low,no,no,Quick Bites,,Delivery,Marathahalli
Cafeteria Al - Falah,Banaswadi,"fast food, north indian",300,3.3,5,low,no,no,Quick Bites,,Delivery,Kammanahalli
Fritz Haber,South Bangalore,"ice cream, desserts",400,3.3,5,low,yes,no,Delivery,,Desserts,BTM
Chination,Sarjapur Road,chinese,600,3.7,5,medium,yes,no,Delivery,,Delivery,Bellandur
Me And My Cake,Koramangala 7Th Block,"bakery, desserts",500,3.3,5,medium,no,no,Takeaway,,Desserts,Koramangala 6th Block
VRS Food Zone,Ejipura,"chinese, fast food",100,3.3,5,low,yes,no,Quick Bites,,Dine-out,Koramangala 7th Block
Skywalk Restobar,Koramangala 1St Block,"north indian, south indian",700,3.3,5,medium,no,no,"Casual Dining, Bar",,Dine-out,Koramangala 7th Block
Nammura Donne Biriyani,Bannerghatta Road,biryani,300,3.2,5,low,yes,no,Quick Bites,,Dine-out,Bannerghatta Road
Nawab's Kolkatta Roll,Brigade Road,"street food, rolls",150,3.4,5,low,no,no,Kiosk,,Dine-out,Residency Road
Gowdru Military Hotel,Jp Nagar,"biryani, south indian",300,3.2,5,low,no,no,Quick Bites,,Dine-out,Bannerghatta Road
Santhrupthi,Electronic City,"andhra, south indian, north indian, biryani",550,3.4,5,medium,no,no,Casual Dining,,Dine-out,Electronic City
Choco Allure,Indiranagar,desserts,300,3.4,5,low,no,no,"Takeaway, Delivery",,Desserts,Indiranagar
Masale Daan,Richmond Road,north indian,350,3.2,5,low,no,no,Delivery,,Delivery,Residency Road
Hotel Coronation,City Market,"north indian, chinese, kebab, rolls",350,3.3,5,low,no,no,Quick Bites,,Delivery,Basavanagudi
Oyster Bay,Old Airport Road,north indian,550,3.2,5,medium,no,no,Casual Dining,,Dine-out,Old Airport Road
Hotel Paradise,Jayanagar,fast food,200,3.3,5,low,no,no,Quick Bites,,Dine-out,Koramangala 7th Block
Halli Mane,Majestic,south indian,300,3.2,5,low,yes,no,Quick Bites,,Delivery,Malleshwaram
Just Protein,North Bangalore,"chinese, fast food",350,3.4,5,low,no,no,Food Truck,,Dine-out,Kalyan Nagar
Arina's,Frazer Town,"fast food, chinese",250,3.3,5,low,no,no,Quick Bites,,Delivery,Malleshwaram
Indian's Biriyani Point,Rajajinagar,"biryani, chinese",200,3.3,5,low,yes,no,Quick Bites,,Delivery,Malleshwaram
Hotel Vinitha,Shivajinagar,"south indian, north indian, chinese",150,3.2,5,low,no,no,Quick Bites,,Dine-out,Church Street
Mandya Gowdru Hotel,Brookefield,south indian,200,3.3,5,low,no,no,Quick Bites,,Delivery,Marathahalli
Waikiki,Jp Nagar,"fast food, beverages",200,3.2,5,low,no,no,Quick Bites,,Dine-out,BTM
Indira Canteen,Rajajinagar,south indian,300,3.3,5,low,no,no,Quick Bites,,Dine-out,Malleshwaram
Chaitanya Veg,Shivajinagar,south indian,300,3.2,5,low,yes,no,Quick Bites,,Dine-out,Church Street
Food Memories,Bannerghatta Road,fast food,200,3.3,5,low,no,no,Quick Bites,,Dine-out,Bannerghatta Road
Chinese Corner,Brigade Road,chinese,200,3.0,5,low,no,no,Quick Bites,,Dine-out,Church Street
Adda,Shanti Nagar,south indian,300,3.3,5,low,no,no,Quick Bites,,Dine-out,Residency Road
Ginger Mint,Marathahalli,"north indian, south indian, chinese",600,3.0,5,medium,yes,no,Casual Dining,,Delivery,Brookefield
Sri Venkateshwara Sweets Chats Juice Centre,Hbr Layout,"beverages, juices, street food",100,3.4,5,low,no,no,Beverage Shop,,Desserts,Kammanahalli
Tandoorinn,Old Madras Road,"biryani, mughlai, chinese",300,3.2,5,low,no,no,Quick Bites,,Delivery,Indiranagar
Estaa Sweets,Marathahalli,"mithai, desserts",300,3.3,5,low,yes,no,Sweet Shop,,Delivery,Marathahalli
Ottetumba Veg & Non Veg Restaurant,Rajajinagar,"north indian, chinese, biryani",550,3.3,5,medium,no,no,Casual Dining,,Dine-out,Malleshwaram
McDonald's,Bommanahalli,"burger, fast food",500,3.3,5,medium,yes,no,Quick Bites,,Delivery,Electronic City
Grand Sweets & Snacks,Malleshwaram,"mithai, fast food",300,3.3,5,low,no,no,Sweet Shop,,Desserts,Rajajinagar
Royal Iceberry,Electronic City,desserts,200,3.4,5,low,yes,no,Dessert Parlor,,Delivery,Electronic City
Cafe Qissa,Kalyan Nagar,"burger, cafe, drinks only, juices",100,3.3,5,low,no,no,Quick Bites,,Cafes,Kammanahalli
Pockets and Bowls,Koramangala 3Rd Block,"continental, asian, north indian",500,3.3,5,medium,no,no,Delivery,,Delivery,Koramangala 5th Block
The Three Dragons,Electronic City,chinese,400,3.3,5,low,no,no,Delivery,,Delivery,Electronic City
Food Planet,Electronic City,"north indian, chinese, kerala",400,3.1,5,low,no,no,Quick Bites,,Delivery,Electronic City
Namak,Nagawara,"north indian, chinese",650,3.1,5,medium,yes,no,Quick Bites,,Delivery,Kammanahalli
Delly Belly,Koramangala 6Th Block,"north indian, mughlai",400,3.2,5,low,no,no,Delivery,,Delivery,Koramangala 5th Block
Taste Of India,Bellandur,"north indian, rolls",400,3.1,5,low,no,no,Quick Bites,,Delivery,Bellandur
Cuppa,Whitefield,"fast food, street food, beverages",400,3.3,5,low,no,no,Cafe,,Cafes,Whitefield
B2D Indori Dhaba,Btm,north indian,100,3.4,5,low,no,no,Quick Bites,,Dine-out,Koramangala 7th Block
Zangos Grill,Marathahalli,"bbq, fast food",300,3.6,5,low,yes,no,Delivery,,Delivery,Marathahalli
Crazy Pizza,Malleshwaram,"pizza, fast food",400,3.4,5,low,yes,no,"Food Court, Quick Bites",,Dine-out,Malleshwaram
Veganbreak24x7,City Market,"south indian, chinese, continental, biryani",199,2.8,5,low,yes,no,"Takeaway, Delivery",,Delivery,Banashankari
Aadhya Hotel,Basavanagudi,"south indian, north indian, chinese, biryani",800,3.3,5,medium,yes,no,"Casual Dining, Bar",,Delivery,Banashankari
Annapurna Andhra Hotel,Electronic City,"mughlai, chinese, north indian",400,3.3,5,low,yes,no,Quick Bites,,Delivery,Electronic City
Sri Jayalakshmi Bakery,Shanti Nagar,"bakery, beverages",250,3.4,5,low,no,no,"Bakery, Quick Bites",,Desserts,Brigade Road
Sri Lakshmi Darshini,Thippasandra,"south indian, north indian",150,3.4,5,low,no,no,Quick Bites,,Dine-out,Indiranagar
Chaai Resto,Marathahalli,"tea, beverages, fast food",250,3.4,5,low,yes,no,"Beverage Shop, Quick Bites",,Cafes,Marathahalli
Chai Street,Koramangala 5Th Block,beverages,150,3.3,5,low,yes,no,Beverage Shop,,Delivery,Koramangala 7th Block
Hamara Kozhikode,Electronic City,"kerala, juices",300,3.3,5,low,no,no,Quick Bites,,Delivery,Electronic City
New Limra Hotel,Btm,"south indian, biryani, fast food",200,3.3,5,low,no,no,Quick Bites,,Dine-out,Koramangala 7th Block
Hotel Girija Sagar,Sadashiv Nagar,south indian,200,3.3,5,low,yes,no,Quick Bites,,Dine-out,Malleshwaram
Sultan's Biryani,Bellandur,"biryani, north indian",700,3.1,5,medium,no,no,Delivery,,Delivery,Bellandur
Pots N Pans,Bellandur,"north indian, chinese, biryani",600,3.3,5,medium,no,no,Delivery,,Delivery,Bellandur
BrotherÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂs Bar & Kitchen,Btm,"chinese, north indian",1000,3.4,5,medium,no,no,Casual Dining,,Dine-out,Koramangala 7th Block
AutoExpress - Hot Dogs,Hsr,fast food,300,3.3,5,low,yes,no,Quick Bites,,Delivery,Koramangala 7th Block
Two States,Btm,"north indian, south indian, chinese, street food",250,3.4,5,low,no,no,Quick Bites,,Delivery,Koramangala 5th Block
Batter Splatter,Lavelle Road,bakery,350,3.3,5,low,no,no,Bakery,,Desserts,Brigade Road
Sriji's Mithai,Electronic City,"desserts, mithai",150,3.4,5,low,no,no,"Dessert Parlor, Sweet Shop",,Desserts,Electronic City
Orchard Fresh,Marathahalli,"ice cream, desserts",400,3.4,5,low,no,no,Dessert Parlor,,Delivery,Marathahalli
New Karavali Restaurant,Yeshwantpur,"north indian, seafood, mangalorean",450,3.3,5,low,yes,no,Casual Dining,,Dine-out,Malleshwaram
Parinitha Biryani Corner,Magadi Road,"biryani, kebab",300,3.3,5,low,yes,no,Quick Bites,,Delivery,Rajajinagar
Mallige,Race Course Road,"north indian, south indian",700,3.2,5,medium,no,no,Casual Dining,,Dine-out,Church Street
Hotel A-1,Electronic City,"north indian, chinese",300,3.3,5,low,no,no,Quick Bites,,Delivery,Electronic City
Malabar Kitchen,Commercial Street,"kerala, north indian, chinese",300,3.2,5,low,yes,no,Quick Bites,,Dine-out,MG Road
Sree Ganesha Fruits & Juice,Bannerghatta Road,juices,100,3.4,5,low,yes,no,Beverage Shop,,Delivery,Bannerghatta Road
Fine Day,Sarjapur Road,"biryani, andhra, north indian",500,3.1,5,medium,no,no,Quick Bites,,Delivery,Bellandur
Shree Nandini Andhra Mess,Koramangala 5Th Block,andhra,150,3.3,5,low,no,no,Mess,,Dine-out,Koramangala 7th Block
The Lemon Grass Kitchen,Electronic City,"chinese, thai",300,3.3,5,low,no,no,Quick Bites,,Delivery,Electronic City
Andhra Ruchulu,Electronic City,south indian,250,3.3,5,low,no,no,Quick Bites,,Delivery,Electronic City
Ali Snacks Point,Malleshwaram,"chinese, momos",150,3.4,5,low,yes,no,Quick Bites,,Dine-out,Malleshwaram
Asia In A Box,Koramangala 1St Block,"thai, asian",550,3.2,5,medium,yes,no,"Takeaway, Delivery",,Delivery,Koramangala 5th Block
New Select Hotel,Richmond Road,south indian,200,3.4,5,low,no,no,Quick Bites,,Dine-out,MG Road
UBCR,Indiranagar,"italian, american, chinese, arabian, north indian, cafe",350,3.3,5,low,yes,no,"Cafe, Quick Bites",,Dine-out,Indiranagar
Punjab Di Rasoi,Whitefield,north indian,400,3.3,5,low,yes,no,Quick Bites,,Delivery,Whitefield
Indian Chicken Biryani Point,Rajajinagar,biryani,300,3.3,5,low,no,no,Quick Bites,,Dine-out,Malleshwaram
Spice Resto,Bommanahalli,"kerala, north indian, chinese",400,3.3,5,low,no,no,Quick Bites,,Delivery,HSR
Fresh Lemon Soda,Bannerghatta Road,"beverages, street food",150,3.1,5,low,no,no,Beverage Shop,,Dine-out,Bannerghatta Road
Cupcake Bliss,Hsr,bakery,250,3.3,5,low,yes,no,Delivery,,Delivery,HSR
Juiced Burger,South Bangalore,burger,750,3.5,5,medium,yes,no,Delivery,,Delivery,HSR
Subzero Korner,Basavanagudi,fast food,250,3.3,5,low,no,no,Quick Bites,,Dine-out,Basavanagudi
Tea Break Lounge,Brigade Road,"beverages, fast food",400,3.3,5,low,yes,no,Quick Bites,,Delivery,Frazer Town
Ande Ka Funda,Hsr,"north indian, chinese, rolls",200,3.3,5,low,no,no,Quick Bites,,Delivery,HSR
World Of Kebabs,Hsr,"mughlai, awadhi, kebab",600,3.4,5,medium,no,no,Casual Dining,,Delivery,HSR
Ustaad Biryani,Hsr,biryani,500,3.2,5,medium,yes,no,Delivery,,Delivery,Koramangala 7th Block
Ambur Biryani,Hsr,"south indian, fast food",450,3.2,5,low,no,no,Quick Bites,,Delivery,HSR
Dhaba Central,Hsr,north indian,650,3.3,5,medium,no,no,Casual Dining,,Delivery,HSR
Hotel Renowned,City Market,"north indian, biryani",200,3.3,5,low,no,no,Quick Bites,,Dine-out,Basavanagudi
Siridhanya Upahara Darshini,Frazer Town,south indian,400,3.4,5,low,yes,no,Casual Dining,,Delivery,Frazer Town
Calicut Mess House,Whitefield,kerala,250,3.2,5,low,no,no,Mess,,Dine-out,Whitefield
Foodies Club,Btm,"south indian, chinese, north indian, sandwich, rolls",300,3.4,5,low,yes,no,Quick Bites,,Delivery,Koramangala 7th Block
Masale Daan,Koramangala 1St Block,north indian,350,3.3,5,low,yes,no,Delivery,,Delivery,HSR
